event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN14795,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,"Tana River",Galole,Chewani,Hola,-1.5036,40.0333,1,"Daily Nation (Kenya)",National,"On 25 June 2024, residents, mainly youth, marched towards the member of parliament's office in Hola (Galole, Tana River) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14797,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Turkana,"Turkana Central","Lodwar Township",Lodwar,3.1191,35.5973,1,"Daily Nation (Kenya); Star (Kenya)",National,"On 25 June 2024, hundreds of residents, mainly youth, marched in Lodwar town (Turkana Central, Turkana) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=hundreds",1719876470
KEN14800,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,"West Pokot","West Pokot",Kapenguria,Kapenguria,1.2333,35.1167,1,"Daily Nation (Kenya); Kenya Standard",National,"On 25 June 2024, residents, mainly youth, demolished United Democratic Alliance (UDA) symbols (a wheelbarrow on a pole) in Kapenguria town (West Pokot, West Pokot) in demonstration against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1719876470
KEN14746,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,Rioters-Rioters,,404,"Eastern Africa",Kenya,Kiambu,Kikuyu,Kikuyu,Kikuyu,-1.2462,36.6629,1,"Citizen (Kenya); Kenya Broadcasting Corporation; Kenya Standard; NTV (Kenya); Opera News (Kenya); Star (Kenya)","New media-National","On 25 June 2024, residents, mainly youth, set ablaze the National Government Constituencies Development Fund (NG-CDF) offices and unknown number of cars parked in the compound in Kikuyu town (Kikuyu, Kiambu) in demonstration against the government's proposed tax measures in the finance bill 2024. A group suspected to be allied to the area member of parliament (UDA, Kenya Kwanza) attempted to confront the rioters, but were repulsed, with some almost being lynched. Extent of injuries unknown/not reported. Property of unknown value was destroyed. Police later arrested six suspects in connection to the incident.",0,"crowd size=no report",1720470221
KEN14746,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)","Kenya Kwanza Alliance; UDA: United Democratic Alliance",Rioters,Rioters-Rioters,,404,"Eastern Africa",Kenya,Kiambu,Kikuyu,Kikuyu,Kikuyu,-1.2462,36.6629,1,"Citizen (Kenya); Kenya Broadcasting Corporation; Kenya Standard; NTV (Kenya); Opera News (Kenya); Star (Kenya)","New media-National","On 25 June 2024, residents, mainly youth, set ablaze the National Government Constituencies Development Fund (NG-CDF) offices and unknown number of cars parked in the compound in Kikuyu town (Kikuyu, Kiambu) in demonstration against the government's proposed tax measures in the finance bill 2024. A group suspected to be allied to the area member of parliament (UDA, Kenya Kwanza) attempted to confront the rioters, but were repulsed, with some almost being lynched. Extent of injuries unknown/not reported. Property of unknown value was destroyed. Police later arrested six suspects in connection to the incident.",0,"crowd size=no report",1720470221
KEN14798,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,"Uasin Gishu",Moiben,Kimumu,Eldoret,0.5167,35.2833,1,"Citizen (Kenya); Daily Nation (Kenya); Ghetto Radio; Kenya Standard; NTV (Kenya); Star (Kenya)","New media-National","On 25 June 2024, residents, mainly youth, set ablaze nine vehicles including three county vehicles and section of county enforcement offices, looted a national library, raided six privately owned shops, vandalized and looted an entertainment club owned by a local member of parliament, and attempted to storm a police line in Eldoret (Moiben, Uasin Gishu) in demonstration against the government's proposed tax measures in the finance bill 2024. Running battles ensued as police lobbed teargas canisters to disperse the group and arrested 15 suspects. 35 demonstrators sustained injuries during the incident.",0,"crowd size=no report",1720470221
KEN14798,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,"Uasin Gishu",Moiben,Kimumu,Eldoret,0.5167,35.2833,1,"Citizen (Kenya); Daily Nation (Kenya); Ghetto Radio; Kenya Standard; NTV (Kenya); Star (Kenya)","New media-National","On 25 June 2024, residents, mainly youth, set ablaze nine vehicles including three county vehicles and section of county enforcement offices, looted a national library, raided six privately owned shops, vandalized and looted an entertainment club owned by a local member of parliament, and attempted to storm a police line in Eldoret (Moiben, Uasin Gishu) in demonstration against the government's proposed tax measures in the finance bill 2024. Running battles ensued as police lobbed teargas canisters to disperse the group and arrested 15 suspects. 35 demonstrators sustained injuries during the incident.",0,"crowd size=no report",1720470221
KEN14742,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kakamega,"Mumias West","Mumias Central",Mumias,0.3351,34.4864,1,"Daily Nation (Kenya)",National,"On 25 June 2024, thousands of residents attempted to access the member of parliament's office in Mumias town (Mumias West, Kakamega) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals. The demonstrators were dispersed by a youth manning the entrance (means unspecified).",0,"crowd size=thousands",1720481993
KEN14770,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)","ODM: Orange Democratic Movement; Azimio la Umoja One Kenya Coalition Party; Government of Kenya (2022-)",Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,1,"Citizen (Kenya); Daily Nation (Kenya); Kenya Standard; Kenyans.co; KTN News (Kenya); NTV (Kenya); Star (Kenya)","New media-National","On 25 June 2024, hundreds to thousands of residents, mainly youth from all six sub-counties of Mombasa, joined by the Mombasa governor (ODM, Azimio), pelted stones at the general service unit police, with some attempting to storm into the state house Mombasa (Mvita, Mombasa) in demonstration against the government's proposed tax measures in the finance bill 2024. Police shot in the air and lobbed teargas canisters to disperse the group. Several police officers and demonstrators sustained injuries during the incident. One person died after inhaling large amounts of teargas.",1,"crowd size=hundreds to thousands",1721081235
KEN14770,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Mombasa,Mvita,Majengo,Mombasa,-4.0547,39.6636,1,"Citizen (Kenya); Daily Nation (Kenya); Kenya Standard; Kenyans.co; KTN News (Kenya); NTV (Kenya); Star (Kenya)","New media-National","On 25 June 2024, hundreds to thousands of residents, mainly youth from all six sub-counties of Mombasa, joined by the Mombasa governor (ODM, Azimio), pelted stones at the general service unit police, with some attempting to storm into the state house Mombasa (Mvita, Mombasa) in demonstration against the government's proposed tax measures in the finance bill 2024. Police shot in the air and lobbed teargas canisters to disperse the group. Several police officers and demonstrators sustained injuries during the incident. One person died after inhaling large amounts of teargas.",1,"crowd size=hundreds to thousands",1721081235
KEN14738,"25 June 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kajiado,"Kajiado East","Kaputiei North",Isinya,-1.6667,36.85,1,"Daily Nation (Kenya)",National,"On 25 June 2024, residents, mainly youth, protested in Isinya (Kajiado East, Kajiado) against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1721691309
KEN14749,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Kirinyaga,"Kirinyaga West",Mukure,Baricho,-0.5514,37.2392,2,"Star (Kenya)",National,"On 25 June 2024, residents, mainly youth, burnt down a billboard bearing the Ndia member of parliament's image before vandalizing the offices of the Kenya Revenue Authority and National Hospital Insurance Fund in an unspecified location within the constituency (location coded to the nearest known location as Baricho, Kirinyaga West, Kirinyaga) in demonstration against the government's proposed tax measures in the finance bill 2024. The group demanded members of parliament to reject the proposals.",0,"crowd size=no report",1721691309
KEN14790,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Nyeri,"Nyeri Central",Rware,Nyeri,-0.4167,36.95,1,"Daily Nation (Kenya); Kenya Standard; Kenyans.co; NTV (Kenya); Star (Kenya); TUKO","New media-National","On 25 June 2024, residents, mainly youth, pelted stones, burnt tires and plastic tanks, stormed into a supermarket belonging to a member of parliament where they looted goods including food and electronics, vandalized property, before setting the building ablaze in Nyeri (Nyeri Central, Nyeri) in demonstration against the government's proposed tax measures in the finance bill 2024. Police lobbed teargas canisters and live bullets (other sources just mention rubber bullets) to disperse the group. One person was shot dead, while goods worth over 550 million shillings were destroyed during the incident.",1,"crowd size=no report",1724714155
KEN14790,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Nyeri,"Nyeri Central",Rware,Nyeri,-0.4167,36.95,1,"Daily Nation (Kenya); Kenya Standard; Kenyans.co; NTV (Kenya); Star (Kenya); TUKO","New media-National","On 25 June 2024, residents, mainly youth, pelted stones, burnt tires and plastic tanks, stormed into a supermarket belonging to a member of parliament where they looted goods including food and electronics, vandalized property, before setting the building ablaze in Nyeri (Nyeri Central, Nyeri) in demonstration against the government's proposed tax measures in the finance bill 2024. Police lobbed teargas canisters and live bullets (other sources just mention rubber bullets) to disperse the group. One person was shot dead, while goods worth over 550 million shillings were destroyed during the incident.",1,"crowd size=no report",1724714155
KEN14737,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)","Students (Kenya)",Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Isiolo,Isiolo,"Bula Pesa",Isiolo,0.3546,37.5822,1,"Daily Nation (Kenya); Kenya Broadcasting Corporation; Kenya Standard",National,"On 25 June 2024, hundreds of residents, mainly students, lit bonfires in Isiolo (Isiolo, Isiolo) in demonstration against the government's proposed tax measures in the finance bill 2024. Police used live bullets to disperse the group. One person was killed while three others sustained gunshot wounds.",1,"crowd size=hundreds",1725317858
KEN14737,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Isiolo,Isiolo,"Bula Pesa",Isiolo,0.3546,37.5822,1,"Daily Nation (Kenya); Kenya Broadcasting Corporation; Kenya Standard",National,"On 25 June 2024, hundreds of residents, mainly students, lit bonfires in Isiolo (Isiolo, Isiolo) in demonstration against the government's proposed tax measures in the finance bill 2024. Police used live bullets to disperse the group. One person was killed while three others sustained gunshot wounds.",1,"crowd size=hundreds",1725317858
KEN14759,"25 June 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)",,Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Machakos,Kangundo,"Kangundo Central",Kangundo,-1.3024,37.3361,1,"Star (Kenya)",National,"On 25 June 2024, residents, mainly youth, set ablaze the member of parliament's and the county government offices, alongside a tractor in Kangundo (Kangundo, Machakos) in demonstration against the government's proposed tax measures in the finance bill 2024. Property of unknown value was destroyed during the incident.",0,"crowd size=no report; local administrators",1725317858
